dataset,model,evaluation_split,calibration_type,threshold_probability,tp,fp,tn,fn,net_benefit,net_benefit_treat_all,net_benefit_treat_none,standardized_net_benefit,is_better_than_treat_all,is_better_than_treat_none,rank_at_threshold
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.37,897,442,505,131,0.3227406067912397,0.2388989351014667,0.0,0.6200512630473721,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.38,890,414,533,138,0.32215598203348306,0.226623111474071,0.0,0.6189280783230827,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.39,885,402,545,143,0.31796638306702635,0.21394480182610492,0.0,0.6108789947056197,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.4,875,391,556,153,0.3110548523206751,0.20084388185654,0.0,0.5976005188067445,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.41,867,381,566,161,0.30493027247371807,0.18729886290495606,0.0,0.5858339378750906,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.42,860,364,583,168,0.301981667394151,0.1732867743343518,0.0,0.580169059439152,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.43,850,345,602,178,0.29860093271152566,0.1587830335332001,0.0,0.5736739709195168,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.44,837,337,610,191,0.28972875226039785,0.14376130198915005,0.0,0.5566286826014453,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.45,829,329,618,199,0.2834522439585731,0.12819332566168007,0.0,0.5445702157764415,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.46,822,318,629,206,0.2790436005625879,0.11204875761837785,0.0,0.5361003026372677,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.47,814,310,637,214,0.27295915930260334,0.09529496059230952,0.0,0.5244108362087954,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.48,799,295,652,229,0.2666796494644596,0.07789678675754624,0.0,0.512346602813529,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.49,787,288,659,241,0.25837676842889057,0.05981633159592953,0.0,0.49639505607690554,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.5,774,283,664,254,0.2486075949367089,0.04101265822784805,0.0,0.47762645914396895,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.51,766,273,674,262,0.24397830018083186,0.02144148798760004,0.0,0.46873262923846587,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.52,761,261,686,267,0.24215189873417722,0.001054852320675037,0.0,0.4652237354085603,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.53,757,257,690,271,0.23655265284136817,-0.02019929975760859,0.0,0.4544664293401772,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.54,754,254,693,274,0.2307980187121629,-0.042377545404512995,0.0,0.44341059042463205,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.55,746,242,705,282,0.2279606188466948,-0.0655414908579468,0.0,0.4379593601383485,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.56,734,229,718,294,0.22407364787111622,-0.08975834292290008,0.0,0.4304916873010258,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.57,722,222,725,306,0.2165675596114219,-0.11510156020017648,0.0,0.4160709438059905,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.58,713,213,734,315,0.2120795660036167,-0.14165159734779986,0.0,0.4074485825458589,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.59,698,208,739,330,0.20186477307811054,-0.1694967582587218,0.0,0.387823858783335,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.6,683,195,752,345,0.19772151898734178,-0.19873417721518982,0.0,0.379863813229572,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.61,673,188,759,355,0.19187276858162935,-0.22947095098993842,0.0,0.3686271575376634,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.62,649,171,776,379,0.18734177215189876,-0.26182544970019994,0.0,0.3599221789883269,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.63,633,163,784,395,0.17997947314403012,-0.29592884023263777,0.0,0.3457776842990851,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.64,615,154,793,413,0.17277074542897325,-0.3319268635724333,0.0,0.3319282317336792,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.65,597,146,801,431,0.16499095840867992,-0.36998191681736003,0.0,0.3169816564758199,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.66,572,136,811,456,0.1559493670886076,-0.4102755026061059,0.0,0.2996108949416343,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.67,559,129,818,469,0.15042577675489063,-0.4530111238972001,0.0,0.2889989388043862,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.68,547,118,829,481,0.14999999999999997,-0.49841772151898756,0.0,0.28818093385214005,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.69,529,108,839,499,0.14613311555737035,-0.5467537770518576,0.0,0.2807518513869713,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.7,502,101,846,526,0.1348523206751055,-0.5983122362869198,0.0,0.2590791180285344,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.71,481,94,853,547,0.12701876909646442,-0.6534264513312964,0.0,0.24402924996645647,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.72,461,84,863,567,0.12405063291139241,-0.7124773960216997,0.0,0.23832684824902728,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.73,445,80,867,583,0.11579934364744493,-0.7759024847632441,0.0,0.22247441994523712,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.74,423,76,871,605,0.10465433300876341,-0.8442064264849074,0.0,0.20106255612092191,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.75,404,69,878,624,0.09974683544303797,-0.9179746835443039,0.0,0.1916342412451362,True,True,5
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.76,381,64,883,647,0.09029535864978902,-0.9978902953586499,0.0,0.17347600518806744,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.77,357,52,895,671,0.09261419922949915,-1.084755090809026,0.0,0.17793097614616812,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.78,338,45,902,690,0.09035673187571922,-1.1795166858458002,0.0,0.17359391581181466,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.79,312,40,907,716,0.08178420735382759,-1.2833031946956002,0.0,0.15712432833055398,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.8,280,36,911,748,0.06886075949367088,-1.3974683544303803,0.0,0.13229571984435795,True,True,3
