dataset,stability_scope,model_family,seed_a,seed_b,spearman_rho,spearman_p_value,kendall_tau,kendall_p_value,kendalls_w,top5_overlap_count,top5_overlap_rate,top10_overlap_count,top10_overlap_rate
taiwan,ablation_full_features,lightgbm,781548,887876,0.9795251310514955,2.867742317372746e-32,0.9091787439613527,5.124896003508296e-19,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,781548,893119,0.9840888066604995,1.170064304100136e-34,0.9053140096618358,7.206465044850914e-19,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,781548,926740,0.9707678075855688,6.621956174254297e-29,0.876328502415459,8.879424027773014e-18,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,781548,970694,0.9887758248535307,5.684850947122948e-38,0.9207729468599034,1.827592892965346e-19,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,781548,975585,0.9848288621646623,4.1342790585637446e-35,0.9207729468599034,1.827592892965346e-19,0.978693999383287,4,0.8,7,0.7
taiwan,ablation_full_features,lightgbm,786037,822743,0.9879124267653407,2.8773707450132424e-37,0.9227053140096619,1.5371152233408615e-19,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,786037,827621,0.9874190564292321,6.903378135692222e-37,0.9149758454106282,3.065313666003139e-19,0.978693999383287,4,0.8,10,1.0
taiwan,ablation_full_features,lightgbm,786037,839722,0.9792784458834412,3.722889098242183e-32,0.897584541062802,1.4188945852110538e-18,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,786037,858280,0.9868023435090965,1.9660517968798558e-36,0.9246376811594205,1.2923478771499127e-19,0.978693999383287,5,1.0,10,1.0
taiwan,ablation_full_features,lightgbm,786037,858560,0.9782917052112241,1.0256712965162024e-31,0.8879227053140097,3.283017251454558e-18,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,786037,887876,0.9859389454209065,7.857218417605154e-36,0.9091787439613527,5.124896003508296e-19,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,786037,893119,0.9816219549799567,2.7194965745715474e-33,0.9091787439613527,5.124896003508296e-19,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,786037,926740,0.9843354918285538,8.317672808485606e-35,0.9072463768115943,6.078278831760412e-19,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,786037,970694,0.9752081406105458,1.8469173518281695e-30,0.8859903381642513,3.878611469459177e-18,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,786037,975585,0.9835954363243908,2.279313683596073e-34,0.9014492753623189,1.0119148195416758e-18,0.978693999383287,4,0.8,8,0.8
