fn_cost,fp_cost,threshold,expected_cost,precision,recall,f1,fp,fn
10.0,1.0,0.5,2741.0,0.735653809971778,0.7607003891050583,0.7479674796747967,281,246
10.0,1.0,0.55,3106.0,0.7584442169907881,0.7208171206225681,0.7391521197007481,236,287
10.0,1.0,0.6,3616.0,0.7777777777777778,0.6673151750972762,0.7183246073298429,196,342
10.0,1.0,0.65,4288.0,0.8057742782152231,0.5972762645914397,0.6860335195530727,148,414
10.0,1.0,0.7,5097.0,0.8317610062893082,0.5145914396887159,0.6358173076923077,107,499
10.0,1.0,0.75,5993.0,0.8565815324165029,0.42412451361867703,0.5673389720234222,73,592
10.0,1.0,0.8,7015.0,0.8803191489361702,0.3219844357976654,0.47150997150997154,45,697
10.0,1.0,0.85,8144.0,0.9,0.21011673151750973,0.34069400630914826,24,812
10.0,1.0,0.9,9375.0,0.9479166666666666,0.08852140077821012,0.1619217081850534,5,937
10.0,1.0,0.95,10210.0,1.0,0.006809338521400778,0.01352657004830918,0,1021
