dataset,system,row_type,feature_group,feature,fp_mean,tp_mean,tn_mean,fn_mean,smd_fp_vs_tp,smd_fp_vs_tn,smd_fp_vs_fn,abs_smd_fp_vs_tp,abs_smd_fp_vs_tn,abs_smd_fp_vs_fn,fp_closer_to_feature,fp_group_size,tp_group_size,tn_group_size,fn_group_size
taiwan,Best precision-constrained CatBoost,feature,payment_delay,PAY_0,0.3401413982717989,1.112814895947426,-0.4229411764705882,-0.4178743961352657,-0.5855096525727531,0.7670036438591613,0.7602607746131285,0.5855096525727531,0.7670036438591613,0.7602607746131285,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,PAY_2,0.1217596229379418,0.8433734939759037,-0.4505882352941176,-0.4541062801932367,-0.4624238463228831,0.4833584832953601,0.4855326092126149,0.4624238463228831,0.4833584832953601,0.4855326092126149,Mixed / borderline profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,PAY_3,0.0974076983503535,0.687842278203724,-0.4561764705882353,-0.4371980676328502,-0.37124803887964547,0.4608898579580605,0.43980512446409503,0.37124803887964547,0.4608898579580605,0.43980512446409503,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,PAY_4,-0.0298507462686567,0.56078860898138,-0.4667647058823529,-0.4710144927536231,-0.36356236201143666,0.3739951990357809,0.3733008486318209,0.36356236201143666,0.3739951990357809,0.3733008486318209,Mixed / borderline profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,PAY_5,-0.1578947368421052,0.5125958378970427,-0.4611764705882353,-0.4758454106280193,-0.4229582228614769,0.27090679927799016,0.28251027684339763,0.4229582228614769,0.27090679927799016,0.28251027684339763,TN-like possible false alarm,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,PAY_6,-0.1846032992930086,0.3932092004381161,-0.4723529411764706,-0.5096618357487923,-0.3661467028928923,0.2515536912730869,0.2834063176605546,0.3661467028928923,0.2515536912730869,0.2834063176605546,TN-like possible false alarm,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,delay_count,1.678711704634721,2.828039430449069,0.0638235294117647,0.0797101449275362,-0.6006061153895988,1.3465251724569005,1.3303082926984013,0.6006061153895988,1.3465251724569005,1.3303082926984013,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,severe_delay_count,1.3621366849960723,2.596933187294633,0.0438235294117647,0.0555555555555555,-0.6483187581043491,1.1434047407185284,1.1316797357738033,0.6483187581043491,1.1434047407185284,1.1316797357738033,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,max_delay,1.4634721131186177,1.9967141292442496,0.0994117647058823,0.1280193236714976,-0.4534601922074507,1.6594098121993535,1.5963485046720587,0.4534601922074507,1.6594098121993535,1.5963485046720587,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,payment_delay,avg_delay,0.5463472113118617,1.0328587075575026,0.0179411764705882,0.0225442834138486,-0.5798876995073788,1.1139560356113496,1.103018010000726,0.5798876995073788,1.1139560356113496,1.103018010000726,TP-like risky profile,1273.0,913.0,3400.0,414.0
